Name,SMILES,Molar Mass,CAS Number,Experimental Solubility in Water(mg/L),Experimental Solubility in Water(g/L),Experimental Solubility in Water(mol/L),LogS,Temperature,Experiment Reference,Datagroup,Solvation Energy,Dipole Moment,Molecular Volume,Molecular Surface Area,QXX,QYY,QZZ,Standard InChIKey,Cal logP,Cal MR,TPSA,Labute ASA,Balaban J index,Bertz CT index,Isomer
1-methyl-N-phenyl-N-(phenylmethyl)piperidin-4-amine,CN1CCC(CC1)N(C1CCCCC1)CC1CCCCC1,280.407,004945-47-5,22.9793436,0.022979344,8.195E-05,-4.086451232,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.722667161,1.734666506,187.934,328.269,-13.42150432,8.884205305,4.537299011,VZSXTYKGYWISGQ-UHFFFAOYSA-N,4.2956,90.673,6.48,131.810383,1.608657032,283.9414789,1
1-[3-(2-cyclopentylethyl)-3.8-diazabicyclo[3.2.1]octan-8-yl]propan-1-one,CCC(=O)N1C2CCC1CN(C2)CCC1CCCC1,264.406,063977-96-8,46.49877077,0.046498771,0.000175861,-3.754829834,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.722764676,5.87213536,169.251,314.977,-13.87123403,7.557543207,6.313690823,XXPRYWVKIKJFRN-UHFFFAOYSA-N,2.6519,76.962,23.55,116.8770787,1.504459809,310.7106228,3
4-hexoxyaniline,CCCCCCOC1CCC(CC1)N,193.285,039905-57-2,38.89899578,0.038898996,0.000201252,-3.696259762,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.725276217,2.865625894,148.866,266.905,-23.87980151,3.152996512,20.726805,DJRKHTCUXRGYEU-UHFFFAOYSA-N,2.8532,60.3254,35.25,88.20121906,1.912013811,130.2834189,1
(3-methyl-3.8-diazabicyclo[3.2.1]octan-8-yl) propanoate,CCC(=O)ON1C2CCC1CN(C2)C,198.262,063990-43-2,357992.7594,357.9927594,1.805654938,0.25663476,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.725776752,4.118301023,133.437,242.766,-16.9764687,5.117167936,11.85930077,IYUIRFKKWDARLN-UHFFFAOYSA-N,0.633,52.529,32.78,84.76084092,1.969007903,218.161888,3
5-bromopyridine-3-carboxylic acid,OC(=O)C1CC(Br)CNC1,202.005,020826-04-4,1929.980892,1.929980892,0.009554124,-2.01980911,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.737778353,3.255077891,109.084,175.06,16.86941075,-16.72150879,-0.147901961,FQIUCPGDKPXSLL-UHFFFAOYSA-N,0.444,41.3275,49.33,67.93129609,2.392351338,139.7095059,4
2-(ethyl-fluorophosphoryl)oxypropane,CCP(=O)(OC(C)C)F,154.12,001189-87-3,17299.88775,17.29988775,0.112249466,-0.949815715,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.738021363,3.943864049,105.442,190.642,18.49127473,-3.441397719,-15.04987701,KXKAXOZWSFAJTG-UHFFFAOYSA-N,2.5939,35.4765,26.3,54.97671106,3.730231833,124.1264024,2
(3.3.5-trimethylcyclohexyl) 2-hydroxy-2-phenylacetate,CC1CC(OC(=O)C(C2CCCCC2)O)CC(C1)(C)C,276.371,028283-32-1,29.41946671,0.029419467,0.000106449,-3.972857674,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.7396904,4.263297891,171.706,311.026,-18.48351368,15.46608685,3.017426827,WZHCOOQXZCIUNC-UHFFFAOYSA-N,3.6856,79.2578,46.53,122.6359636,1.863485892,331.126818,8
3-(2-methylpiperidin-1-yl)propyl 4-cyclohexylbenzoate,CC1CCCCN1CCCOC(=O)C1CCC(CC1)C1CCCCC1,343.503,063916-72-3,0.155996371,0.000155996,4.54134E-07,-6.342816039,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.756779454,3.713427504,220.839,403.506,18.14298901,-1.104711324,-17.03827769,HVZBLYFIPJDENZ-UHFFFAOYSA-N,5.1808,102.485,29.54,154.420443,1.284563704,396.8314002,2
3-(2-methylpiperidin-1-yl)propyl 4-bromobenzoate,BrC1CCC(CC1)C(=O)OCCCN1CCCCC1C,340.255,063916-64-3,7.209873067,0.007209873,2.11896E-05,-4.673876897,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.768275617,4.278138463,197.42,342.349,15.603891,-2.798981449,-12.80490955,XTBYBRINUMAOSK-UHFFFAOYSA-N,3.7478,85.135,29.54,131.104169,1.569782455,302.8519976,2
2-chloro-N-(2-chloroethyl)-N-(phenylmethyl)ethanamine,ClCCN(CC1CCCCC1)CCCl,232.15,000055-51-6,520.0045025,0.520004503,0.00223995,-2.649761584,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.772129234,3.057343738,160.759,271.258,19.25516854,-0.469637972,-18.78553057,VLWJKVNMRMHPCC-UHFFFAOYSA-N,3.3463,64.455,3.24,97.74920714,2.213785148,129.2492211,1
1-[2-[(4-chlorophenyl)-phenylmethoxy]ethyl]piperidine,ClC1CCC(CC1)C(C1CCCCC1)OCCN1CCCCC1,329.864,014984-68-0,3.592956325,0.003592956,1.08922E-05,-4.962882983,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.773590843,4.08395805,229.077,393.243,-25.11765666,17.96172502,7.155931638,FLNXBVJLPJNOSI-UHFFFAOYSA-N,5.2354,98.205,12.47,147.8323029,1.489130306,317.6033631,2
3.5-dimethyl-4-methylsulfanylphenol,CSC1C(C)CC(CC1C)O,168.256,007379-51-3,434.0051591,0.434005159,0.002579433,-2.588475668,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.775395353,3.144055107,117.991,203.174,16.75130633,-14.31143851,-2.439867817,JGFZITGNFAVSKU-UHFFFAOYSA-N,2.1449,50.8718,20.23,73.57030057,2.515790935,114.7311407,3
N-methyl-N-(3-methylbutylideneamino)formamide,O=CN(/N=C/CC(C)C)C,142.199,057590-21-3,5909.875314,5.909875314,0.041560597,-1.381318224,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.776613154,5.19030794,117.035,209.565,16.97584029,6.827387138,-23.80322742,GZCRKMACGRBALK-VMPITWQZSA-N,1.1065,41.774,32.67,61.71571799,3.448031474,120.7745144,2
2-dimethylaminoethyl pyridine-3-carboxylate,CN(CCOC(=O)C1CCCNC1)C,194.23,021937-63-3,245994.9463,245.9949463,1.26651365,0.102609875,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.778450076,1.445889138,139.258,243.487,22.57229866,-3.667271728,-18.90502693,JNGIYILIWDVASL-UHFFFAOYSA-N,0.0908,55.1067,41.57,85.60266209,2.133004052,176.9608118,2
(E)-N-ethyl-N-(2-methylphenyl)but-2-enamide,C/C=C/C(=O)N(C1CCCCC1C)CC,203.28,000483-63-6,549.2864895,0.54928649,0.002702118,-2.568295735,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.787397445,4.57245737,157.591,274.106,-16.06737973,15.40919822,0.658181506,DNTGGZPQPQTDQF-XBXARRHUSA-N,2.9897,63.621,20.31,93.34447799,2.669943928,234.6904521,8
N.N-diethyl-2-(3-phenyl-1.2.4-oxadiazol-5-yl)ethanamine,CCN(CCC1ONC(N1)C1CCCCC1)CC,245.32,000959-14-8,7722.811116,7.722811116,0.031480561,-1.501957543,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.79002702,2.819977699,186.923,324.37,25.49033942,-11.37205129,-14.11828813,IDCHQQSVJAAUQQ-UHFFFAOYSA-N,2.0752,73.9124,36.53,111.398978,1.673549273,227.0789936,4
1-(3-methyl-3.8-diazabicyclo[3.2.1]octan-8-yl)pentan-1-one,CCCCC(=O)N1C2CCC1CN(C2)C,210.316,057269-38-2,3029.927964,3.029927964,0.01440655,-1.84144001,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.792811782,5.142157308,150.998,276.965,-12.74290257,4.018234004,8.72466857,OHMYIIRCLXKUMF-UHFFFAOYSA-N,1.4816,60.678,23.55,92.42314142,1.952873876,227.7766184,3
2-methyl-3-[(E.7R.11R)-3.7.11.15-tetramethylhexadec-2-enyl]naphthalene-1.4-dione,C[C@H](CCC[C@@H](CCCC(C)C)C)CCC/C(=C/CC1=C(C)C(=O)C2C(C1=O)CCCC2)/C,450.696,011104-38-4,4.93E-07,4.93E-10,1.09386E-12,-11.96103678,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.793718406,0.769700443,308.754,558.888,39.12886034,-27.824836,-11.30402434,MBWXNTAXLNYFJB-NKFFZRIASA-N,9.0366,141.255,34.14,204.6196903,1.678871698,695.7117918,32
ethyl N.N-bis(2-chloropropyl)carbamate,CCOC(=O)N(CC(Cl)C)CC(Cl)C,242.143,005580-27-8,37.50046464,0.037500465,0.000154869,-3.81003527,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.804049688,3.273296985,155.188,267.25,-23.87389936,3.760136143,20.11376321,AMZPPCYQXDTKCJ-UHFFFAOYSA-N,2.6995,59.225,29.54,95.3002214,4.151457931,164.1948894,3
2-cyclohexyloxy-4-(2-dimethylaminoethyl)phenol,CN(CCC1CCC(C(C1)OC1CCCCC1)O)C,263.375,064047-86-5,160.9963261,0.160996326,0.000611282,-3.213758583,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.804637186,4.501984432,183.023,330.606,8.267389913,-6.790755063,-1.476634849,JKBZITVKMZPLJW-UHFFFAOYSA-N,2.817,78.2648,32.7,117.8693331,1.764715184,251.1334881,8
N.N-diethylnitramide,CCN([N+](=O)[O-])CC,118.134,007119-92-8,40979.30621,40.97930621,0.346888332,-0.459810308,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.805288579,6.657079399,96.391,172.753,-6.796930771,2.833056401,3.96387437,QAXAHXNXXIWQIZ-UHFFFAOYSA-N,0.5199,29.9154,46.38,48.21702278,3.520860067,80.10749561,1
8-hydroxy-3-methylisochroman-1-one,CC1CC2CCCC(C2C(=O)O1)O,178.185,017397-85-2,1909.978561,1.909978561,0.010719076,-1.969842649,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.808830545,6.858134766,111.267,193.864,8.743143382,-0.690005799,-8.053137583,KWILGNNWGSNMPA-UHFFFAOYSA-N,1.099,47.0088,46.53,78.08136883,2.12585495,214.2153979,16
1-(4-propan-2-ylphenyl)propan-2-ylhydrazine,NNC(CC1CCC(CC1)C(C)C)C,192.301,016603-16-0,207.9945918,0.207994592,0.00108161,-2.9659295,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.820198238,2.743316222,148.036,268.276,13.05781414,-1.271634956,-11.78617919,PVNRNJYIJJGSRB-UHFFFAOYSA-N,2.6907,61.6881,38.05,88.60767203,2.217904096,148.400719,2
3-cyclohexyl-5-dimethylamino-1.6-dimethylpyrimidine-2.4-dione,CC1=C(C(=O)N(C(=O)N1C)C2CCCCC2)N(C)C,265.351,063981-34-0,178.9959595,0.17899596,0.000674563,-3.170977501,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.82067003,5.484953209,181.307,323.759,21.37255908,-2.347779627,-19.02477946,ZWOWADWBRZWDLC-UHFFFAOYSA-N,1.42662,77.129,47.24,113.0171099,2.663484966,577.5794776,1
S-(2-fluoroethyl) ethanethioate,CC(=O)SCCF,122.161,000462-31-7,27200.89069,27.20089069,0.222664277,-0.652349454,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.822814486,6.496971809,86.89,147.548,-10.9624907,9.345037249,1.617453455,MFWYIFRPVITMEP-UHFFFAOYSA-N,1.2356,29.114,17.07,46.2842449,2.821938937,64.71013448,1
2-(2-dimethylaminoethylamino)-1.1.1.3.3.3-hexafluoropropan-2-ol,CN(CCNC(C(F)(F)F)(C(F)(F)F)O)C,254.173,026799-34-8,91198.92726,91.19892726,0.358806511,-0.445139685,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.828362564,3.757130899,136.66,247.893,-3.090386171,-9.848121191,12.93850736,JUWVRBZHGIMTGG-UHFFFAOYSA-N,0.9508,43.6165,35.5,88.02604574,4.714943002,209.8973906,1
4-(phenoxy)benzaldehyde,O=CC1CCC(CC1)OC1CCCCC1,198.217,000067-36-7,27.0994545,0.027099455,0.000136716,-3.86418035,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.829851132,4.668328829,145.893,244.791,-38.24924624,30.30186038,7.947385857,QWLHJVDRPZNVBS-UHFFFAOYSA-N,3.0934,59.768,26.3,92.38196142,1.687312209,188.7126338,1
N-methyl-N-(phenylmethyl)prop-2-yn-1-amine,CN(CC1CCCCC1)CC#C,159.228,000555-57-7,14979.62465,14.97962465,0.094076574,-1.026518509,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.830159463,1.899427893,139.168,237.295,14.13430284,-11.0083105,-3.125992348,DPWPWRLQFGFJFI-UHFFFAOYSA-N,2.1317,52.905,3.24,76.14190008,2.158973897,150.8772727,1
1-phenyl-2-pyrrolidin-1-yliminoethanone,O=C(C1CCCCC1)C=NN1CCCC1,202.252,024342-45-8,1769.956243,1.769956243,0.008751242,-2.057930295,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.830483954,3.927819184,140.681,243.631,29.46811622,-16.96650913,-12.50160709,BHSRBJWYRHNBNG-UHFFFAOYSA-N,2.2174,60.881,32.67,91.52876626,1.789242189,238.0066743,2
1-(3-methyl-3.8-diazabicyclo[3.2.1]octan-8-yl)butan-1-one,CCCC(=O)N1C2CCC1CN(C2)C,196.289,063978-13-2,9389.760336,9.389760336,0.047836406,-1.320241455,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.839702269,5.134159435,130.095,240.665,-15.90727786,3.844799846,12.06247802,WXSCUAIQCDLFSI-UHFFFAOYSA-N,1.0915,56.061,23.55,86.05819931,2.032179925,215.3274211,3
5-chloro-3-ethyl-1.3-benzoxazol-2-one,CCN1C2CC(Cl)CCC2OC1=O,197.618,005790-91-0,172.9999998,0.173,0.000875426,-3.057780397,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.851720148,3.476027821,132.097,218.748,-34.26092917,30.02225945,4.238669725,NGNSUTIRTDXXGA-UHFFFAOYSA-N,1.987,49.929,29.54,82.98529286,2.101204062,221.6602413,8
(2Z)-1-(4-chlorophenyl)-2-(dimethylhydrazinylidene)ethanone,CN(/N=C\C(=O)C1CCC(CC1)Cl)C,210.66,024346-19-8,2489.988182,2.489988182,0.011819938,-1.927384794,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.855535887,4.62117601,145.511,243.217,21.63236614,-14.91016981,-6.72219633,KUZRSCRQPYFUKP-GHXNOFRVSA-N,1.9005,58.785,32.67,90.10797941,2.379759037,220.161888,2
6.6.9-trimethyl-3-(3-methyloctan-2-yl)-7.8.9.10-tetrahydrobenzo[c]chromen-1-ol,CCCCCC(C(C1CC(O)C2C(C1)OC(C1=C2CC(C)CC1)(C)C)C)C,370.568,032904-22-6,0.000124997,1.24997E-07,3.37312E-10,-9.471968324,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.856376151,2.026458433,247.838,456.069,19.06139113,-6.259129837,-12.8022613,QBEFIFWEOSUTKV-UHFFFAOYSA-N,6.52,113.6838,29.46,167.6985443,1.734759224,534.4419579,128
2-decylsulfanylethanol,CCCCCCCCCCSCCO,218.399,041891-88-7,6.569999999,0.00657,3.00826E-05,-4.521685276,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.858539899,3.997597228,165.518,299.363,18.47817427,-4.826262655,-13.65191162,MWVYOMQTCFCPHY-UHFFFAOYSA-N,3.8526,67.0208,20.23,93.67095806,2.784765531,84.32251892,1
5-chloro-N-methyl-1.3-benzoxazol-2-amine,CNC1NC2C(O1)CCC(C2)Cl,182.607,064037-24-7,315.0000173,0.315000017,0.001725016,-2.763206844,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.863968286,7.011291947,117.528,194.665,19.1177894,-14.22551762,-4.892271776,JCDFYLCJMXKBNO-UHFFFAOYSA-N,0.6377,48.1364,33.29,77.79871935,1.930750024,167.1368501,16
(3S)-1-[(6R)-8-chloro-5.6-dihydrobenzo[b][1]benzothiepin-6-yl]-N-ethyl-N-methylpyrrolidin-3-amine,CCN([C@H]1CCN(C1)[C@@H]1CC2CCCCC2SC2C1CC(Cl)CC2)C,372.955,057602-88-7,0.065500002,6.55E-05,1.75624E-07,-6.755415121,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.870416944,4.442585411,242.674,411.413,-14.31013505,11.91738335,2.392751704,HLPPSQPFFGNHHE-PKOBYXMFSA-N,4.8528,110.794,6.48,163.9608123,1.525146962,447.6119865,128
6-bromonaphthalen-2-ol,OC1CCC2C(C1)CCC(C2)Br,223.066,015231-91-1,110.9985071,0.110998507,0.000497604,-3.303116242,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.871404535,3.782290114,129.272,209.158,21.86856309,-7.909835214,-13.95872787,YLDFTMJPQJXGSS-UHFFFAOYSA-N,2.711,53.4038,20.23,82.67384911,1.935505477,141.9175691,16
diethyl benzene-1.4-dicarboxylate,CCOC(=O)C1CCC(CC1)C(=O)OCC,222.237,000636-09-9,423.9942577,0.423994258,0.001907847,-2.719456391,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.884439909,0.254628984,152.723,265.443,44.46249293,-11.49944398,-32.96304895,ONIHPYYWNBVMID-UHFFFAOYSA-N,1.919,58.714,52.6,96.29791779,2.331080356,215.4033153,1
3-(2-methylpiperidin-1-yl)propyl 4-(2-methylpropoxy)benzoate,CC(COC1CCC(CC1)C(=O)OCCCN1CCCCC1C)C,333.465,063916-90-5,2.479948092,0.002479948,7.43691E-06,-5.128607667,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.903750587,5.652701223,212.472,386.067,-21.46369235,-2.240688982,23.70438133,LDHRPGPXSCBURF-UHFFFAOYSA-N,4.0255,96.998,38.77,147.8099351,1.548135346,363.8954618,2
2-methylpropyl 2-(2-dimethylaminoethoxy)-6-methyl-3-propan-2-ylbenzoate,CC(COC(=O)C1C(C)CCC(C1OCCN(C)C)C(C)C)C,321.454,053206-74-9,4.929892647,0.004929893,1.53362E-05,-4.814281372,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.907806191,2.882347035,221.196,397.932,24.11760811,-22.13897136,-1.978636749,SYFXJBNDAATWMO-UHFFFAOYSA-N,3.4507,94.307,38.77,142.4508242,2.816881048,354.5238879,16
N-(dicyclopropylmethylidene)hydroxylamine,ON=C(C1CC1)C1CC1,125.168,001453-52-7,393.9905569,0.393990557,0.003147694,-2.5020075,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.923968559,5.257522277,98.536,174.111,-14.01842293,11.87984325,2.138579678,AEVSLBGUEKOQEE-UHFFFAOYSA-N,1.6366,34.6695,32.59,54.56083614,2.007100377,130.9951406,1
6-ethyl-N.N'-di(propan-2-yl)-1.3.5-triazine-2.4-diamine,CCC1NC(NC(C)C)NC(N1)NC(C)C,223.318,026235-14-3,26.29929222,0.026299292,0.000117766,-3.928979669,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.931514175,2.495355536,160.349,290.422,-15.38861119,14.99045237,0.398158825,BLISXILRWQPCCP-UHFFFAOYSA-N,0.0681,67.6055,60.15,99.13215194,2.469229632,176.8139435,3
2-(4-nitrophenyl)-1.3-benzoxazole,[O-][N+](=O)C1CCC(CC1)C1NC2C(O1)CCCC2,240.214,000840-58-4,16.59972358,0.016599724,6.91039E-05,-4.160497459,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.932158047,6.717498139,153.97,256.215,-20.70744041,19.09650531,1.610935093,KLOXEYMSPNBMHD-UHFFFAOYSA-N,2.079,66.7931,64.4,107.4174461,1.527543724,301.3582174,8
3-(2-methylpiperidin-1-yl)propyl 4-(3-methylbutyl)benzoate,CC(CCC1CCC(CC1)C(=O)OCCCN1CCCCC1C)C,331.492,063916-91-6,0.38699066,0.000386991,1.16742E-06,-5.932772568,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.935850609,3.614884836,231.332,419.702,29.15060846,-20.80163616,-8.348972299,SVWGJWSFYJTBFL-UHFFFAOYSA-N,5.0367,99.982,29.54,149.061332,1.548135346,360.8502453,2
1-[4.5-di(phenyl)-1.3-oxazol-2-yl]piperidine,C1CCN(CC1)C1NC(C(O1)C1CCCCC1)C1CCCCC1,304.386,020503-73-5,0.105997559,0.000105998,3.48234E-07,-6.458128809,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.938009156,3.395807244,203.892,350.604,30.66202627,-26.17156262,-4.490463654,NAVVOYFFGOHKJL-UHFFFAOYSA-N,4.2735,94.1587,24.5,142.0730677,1.45260935,330.6531743,8
5-chloro-3-methyl-1.3-benzoxazol-2-one,ClC1CCC2C(C1)N(C)C(=O)O2,183.592,005790-90-9,535.0029146,0.535002915,0.002914086,-2.535497605,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.939474626,3.405223656,121.392,198.85,-34.6700163,30.32252822,4.347488083,VORWOQGVKPXSCM-UHFFFAOYSA-N,1.5969,45.312,29.54,76.62035075,2.100419783,209.2345412,8
3-oxaspiro[4.5]decan-2-one,O=C1OCC2(C1)CCCCC2,154.206,007236-78-4,1649.9679,1.6499679,0.010699765,-1.970625777,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.939821833,6.337797043,109.281,198.657,-25.54053898,14.19789592,11.34264306,CKICBBJJCUQLPO-UHFFFAOYSA-N,1.8838,41.094,26.3,66.92219297,2.03330792,168.4015466,1
(1-aminocyclopentyl)methanol,OCC1(N)CCCC1,115.174,102525-11-1,825985.6573,825.9856573,7.171632984,0.855618056,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.947103916,2.003151418,87.993,165.598,-14.18782332,12.42713467,1.760688646,PDNZJLMPXLQDPL-UHFFFAOYSA-N,0.2502,32.4722,46.25,49.6922549,2.399681801,76.59772061,1
2-Phenylbut-3-yn-2-ol,C#CC(C1CCCCC1)(O)C,146.186,131491-51-5,9380.807497,9.380807497,0.064170355,-1.192665559,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.962448285,2.078737683,125.241,211.446,-12.86511216,1.547268466,11.3178437,KSLSOBUAIFEGLT-UHFFFAOYSA-N,1.9509,46.0318,20.23,68.81135805,2.521372242,158.2018156,2
4.4-dimethyloxolan-2-one,O=C1OCC(C1)(C)C,114.142,013861-97-7,34699.39199,34.69939199,0.304001962,-0.517123613,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.967205345,6.16844277,87.051,157.837,-15.15983659,8.281459831,6.878376763,LZAKUZBAAQDJCF-UHFFFAOYSA-N,0.9595,29.357,26.3,48.83319778,2.557782803,115.6969429,1
(1R.2R)-2-amino-1-phenylpropan-1-ol,O[C@H](C1CCCCC1)[C@H](N)C,151.206,037577-07-4,148997.0438,148.9970438,0.985391081,-0.006391373,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.979882309,1.219767546,113.533,204.365,-6.421762664,0.109407313,6.312355351,DLNKOYKMWOXYQA-APPZFPTMSA-N,1.2748,46.2312,46.25,68.78708124,2.320588019,108.1303606,4
(1S)-1-[(2R)-piperidin-2-yl]propan-1-ol,CC[C@@H]([C@H]1CCCCN1)O,143.227,018209-37-5,22199.53504,22.19953504,0.154995462,-0.809681017,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.9827393,3.51072338,109.27,204.289,-12.58785428,1.861689372,10.72616491,VCCAAURNBULZRR-SFYZADRCSA-N,0.8994,41.9395,32.26,62.63211061,2.239538806,89.25838097,4
1-(4-chlorophenyl)-3-piperidin-1-ylpyrrolidin-2-one,O=C1C(CCN1C1CCC(CC1)Cl)N1CCCCC1,278.777,006103-61-3,60.69934675,0.060699347,0.000217734,-3.662072923,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.985434803,5.651598849,176.325,304.036,-16.44668232,13.88833724,2.558345083,GXGWQUTZOBNBNJ-UHFFFAOYSA-N,2.6232,77.439,23.55,120.8154028,1.58223024,322.1072638,2
10-(cyclopropylmethyl)-1.13-dimethyl-10-azatricyclo[7.3.1.02.7]trideca-2(7).3.5-trien-4-ol,OC1CCC2C(C1)C1(C)CCN(C(C2)C1C)CC1CC1,271.397,003572-80-3,12.93966672,0.012939667,4.7678E-05,-4.321681952,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.991312929,2.336168882,167.805,306.304,16.94766526,-7.091810226,-9.855855036,YQYVFVRQLZMJKJ-UHFFFAOYSA-N,3.294,81.4278,23.47,123.4740098,1.564894027,379.614512,64
1-oxaspiro[4.5]decan-2-one,O=C1CCC2(O1)CCCCC2,154.206,000699-61-6,1649.9679,1.6499679,0.010699765,-1.970625777,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,8.997901507,6.445182591,105.046,191.198,-24.17772443,11.09007788,13.08764654,QYNYVJFXPJUEMW-UHFFFAOYSA-N,2.0263,41.142,26.3,66.92219297,2.03330792,168.4015466,1
2-(diethoxymethyl)-2-ethylbutan-1-ol,CCOC(C(CO)(CC)CC)OCC,204.306,064037-39-4,2229.95634,2.22995634,0.010914786,-1.961984761,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.00113739,3.227171695,153.608,283.099,13.89298962,0.778396892,-14.67138652,GDEOUXOJGKXLRX-UHFFFAOYSA-N,2.1842,57.1408,38.69,87.40999638,4.515828967,118.2296711,1
5-methyl-3-(1-methylpyrrolidin-2-yl)-1H-indole,CN1CCCC1C1C[NH]C2C1CC(C)CC2,214.306,019137-69-0,1539.956887,1.539956887,0.007185785,-2.143525768,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.00829676,3.905199977,148.439,262.75,14.64902289,1.38319538,-16.03221827,SMMNJQNEWMPPDF-UHFFFAOYSA-N,2.1048,67.4377,15.27,99.77570091,1.710667109,253.1198964,32
3.5-ditert-butyl-4-hydroxybenzaldehyde,O=CC1CC(C(C(C1)C(C)(C)C)O)C(C)(C)C,234.334,001620-98-0,28.39939406,0.028399394,0.000121192,-3.916526232,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.009878082,7.416665085,155.76,281.022,-23.18716886,1.281141486,21.90602737,DOZRDZLFLOODMB-UHFFFAOYSA-N,3.2808,70.6848,37.3,105.7983653,2.979512801,245.6268571,3
